1.000000000000000048e-04 3.383791155925617886e+02
1.000521773919926393e-04 3.385496926440376910e+02
1.001043820087876016e-04 3.387203556116446634e+02
1.001566138645901494e-04 3.388911045385340230e+02
1.002088729736128043e-04 3.390619394679363836e+02
1.002611593500756502e-04 3.392328604431162375e+02
1.003134730082060760e-04 3.394038675073571198e+02
1.003658139622389922e-04 3.395749607039609828e+02
1.004181822264166546e-04 3.397461400762548465e+02
1.004705778149888137e-04 3.399174056675889801e+02
1.005230007422125925e-04 3.400887575213304785e+02
1.005754510223526223e-04 3.402601956808741761e+02
1.006279286696808932e-04 3.404317201896294591e+02
1.006804336984769304e-04 3.406033310910361820e+02
1.007329661230276727e-04 3.407750284285471594e+02
1.007855259576274855e-04 3.409468122456459582e+02
1.008381132165782286e-04 3.411186825858291058e+02
1.008907279141892159e-04 3.412906394926212101e+02
1.009433700647772151e-04 3.414626830095663195e+02
1.009960396826664885e-04 3.416348131802291164e+02
1.010487367821887386e-04 3.418070300482021935e+02
1.011014613776831762e-04 3.419793336570903080e+02
1.011542134834964794e-04 3.421517240505310724e+02
1.012069931139828344e-04 3.423242012721718766e+02
1.012598002835038544e-04 3.424967653656953530e+02
1.013126350064287416e-04 3.426694163747915809e+02
1.013654972971340983e-04 3.428421543431895202e+02
1.014183871700040889e-04 3.430149793146205752e+02
1.014713046394303994e-04 3.431878913328576459e+02
1.015242497198121427e-04 3.433608904416797714e+02
1.015772224255560347e-04 3.435339766848990166e+02
1.016302227710762316e-04 3.437071501063418850e+02
1.016832507707944789e-04 3.438804107498621079e+02
1.017363064391400032e-04 3.440537586593302990e+02
1.017893897905495663e-04 3.442271938786452097e+02
1.018425008394674923e-04 3.444007164517217916e+02
1.018956396003455999e-04 3.445743264225028497e+02
1.019488060876432565e-04 3.447480238349471620e+02
1.020020003158274052e-04 3.449218087330407911e+02
1.020552222993725247e-04 3.450956811607854320e+02
1.021084720527606150e-04 3.452696411622160326e+02
1.021617495904812657e-04 3.454436887813772614e+02
1.022150549270316286e-04 3.456178240623435158e+02
1.022683880769163637e-04 3.457920470492086338e+02
1.023217490546478152e-04 3.459663577860899295e+02
1.023751378747457812e-04 3.461407563171231914e+02
1.024285545517376764e-04 3.463152426864736526e+02
1.024819991001585048e-04 3.464898169383214963e+02
1.025354715345508735e-04 3.466644791168725988e+02
1.025889718694649382e-04 3.468392292663540388e+02
1.026425001194584849e-04 3.470140674310159739e+02
1.026960562990968481e-04 3.471889936551286269e+02
1.027496404229530060e-04 3.473640079829881984e+02
1.028032525056074993e-04 3.475391104589089082e+02
1.028568925616485255e-04 3.477143011272305557e+02
1.029105606056718585e-04 3.478895800323155640e+02
1.029642566522808881e-04 3.480649472185430113e+02
1.030179807160866347e-04 3.482404027303214775e+02
1.030717328117077621e-04 3.484159466120768798e+02
1.031255129537705099e-04 3.485915789082599758e+02
1.031793211569088020e-04 3.487672996633451703e+02
1.032331574357641790e-04 3.489431089218201691e+02
1.032870218049858113e-04 3.491190067282103655e+02
1.033409142792305132e-04 3.492949931270483148e+02
1.033948348731627425e-04 3.494710681629001670e+02
1.034487836014546413e-04 3.496472318803483290e+02
1.035027604787859816e-04 3.498234843239986276e+02
1.035567655198441929e-04 3.499998255384820141e+02
1.036107987393243752e-04 3.501762555684455265e+02
1.036648601519292857e-04 3.503527744585659889e+02
1.037189497723693525e-04 3.505293822535404615e+02
1.037730676153627148e-04 3.507060789980842515e+02
1.038272136956351692e-04 3.508828647369404621e+02
1.038813880279201558e-04 3.510597395148709552e+02
1.039355906269588805e-04 3.512367033766646500e+02
1.039898215075001656e-04 3.514137563671272346e+02
1.040440806843005581e-04 3.515908985310878165e+02
1.040983681721243303e-04 3.517681299134042092e+02
1.041526839857434252e-04 3.519454505589508813e+02
1.042070281399374969e-04 3.521228605126244133e+02
1.042614006494939517e-04 3.523003598193477615e+02
1.043158015292078398e-04 3.524779485240653685e+02
1.043702307938819900e-04 3.526556266717391281e+02
1.044246884583269159e-04 3.528333943073610612e+02
1.044791745373609100e-04 3.530112514759431974e+02
1.045336890458099354e-04 3.531891982225176321e+02
1.045882319985077077e-04 3.533672345921405622e+02
1.046428034102957346e-04 3.535453606298905811e+02
1.046974032960231951e-04 3.537235763808726006e+02
1.047520316705470605e-04 3.539018818902082444e+02
1.048066885487320543e-04 3.540802772030439201e+02
1.048613739454506115e-04 3.542587623645527515e+02
1.049160878755829866e-04 3.544373374199254272e+02
1.049708303540171594e-04 3.546160024143752594e+02
1.050256013956489022e-04 3.547947573931407987e+02
1.050804010153816987e-04 3.549736024014846976e+02
1.051352292281269337e-04 3.551525374846896739e+02
1.051900860488036492e-04 3.553315626880562377e+02
1.052449714923387207e-04 3.555106780569213356e+02
1.052998855736667891e-04 3.556898836366322598e+02
1.053548283077303558e-04 3.558691794725626778e+02
1.054097997094796338e-04 3.560485656101105860e+02
1.054647997938726962e-04 3.562280420946964341e+02
1.055198285758753956e-04 3.564076089717598848e+02
1.055748860704613771e-04 3.565872662867711256e+02
1.056299722926121328e-04 3.567670140852151803e+02
1.056850872573169339e-04 3.569468524126040165e+02
1.057402309795729526e-04 3.571267813144698948e+02
1.057954034743850593e-04 3.573068008363716217e+02
1.058506047567660659e-04 3.574869110238884673e+02
1.059058348417365769e-04 3.576671119226237465e+02
1.059610937443250170e-04 3.578474035782001010e+02
1.060163814795676710e-04 3.580277860362688784e+02
